server,location,branch,sub_branch,control_program,point,path
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Room Occupied,#377_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,htg setpt,#377_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,clg setpt,#377_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Zone Temp,#377_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Supply Air,#377_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,Air Flow Feedback,#378_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,Terminal Load,#378_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,Room Occupied,#378_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,htg setpt,#378_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,clg setpt,#378_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,Zone Temp,#378_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,Supply Air,#378_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,Air Flow Feedback,#379_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,Terminal Load,#379_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,Room Occupied,#379_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,htg setpt,#379_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,clg setpt,#379_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,Zone Temp,#379_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-379,Supply Air,#379_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,Air Flow Feedback,#380_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,Terminal Load,#380_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,Room Occupied,#380_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,htg setpt,#380_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,clg setpt,#380_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,Zone Temp,#380_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-380,Supply Air,#380_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,Air Flow Feedback,#381_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,Terminal Load,#381_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,Room Occupied,#381_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,htg setpt,#381_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,clg setpt,#381_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,Zone Temp,#381_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-381,Supply Air,#381_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,Air Flow Feedback,#382_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,Terminal Load,#382_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,Room Occupied,#382_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,htg setpt,#382_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,clg setpt,#382_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,Zone Temp,#382_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-382,Supply Air,#382_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,Air Flow Feedback,#383_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,Terminal Load,#383_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,Room Occupied,#383_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,htg setpt,#383_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,clg setpt,#383_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,Zone Temp,#383_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-383,Supply Air,#383_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,Air Flow Feedback,#384_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,Terminal Load,#384_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,Room Occupied,#384_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,htg setpt,#384_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,clg setpt,#384_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,Zone Temp,#384_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-384,Supply Air,#384_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,Air Flow Feedback,#385_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,Terminal Load,#385_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,Room Occupied,#385_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,htg setpt,#385_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,clg setpt,#385_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,Zone Temp,#385_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-385,Supply Air,#385_thermafuser/m190
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,Air Flow Feedback,#386_thermafuser/m073
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,Terminal Load,#386_thermafuser/m076
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,Room Occupied,#386_thermafuser/m078
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,htg setpt,#386_thermafuser/m134
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,clg setpt,#386_thermafuser/m135
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,Zone Temp,#386_thermafuser/m186
10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-386,Supply Air,#386_thermafuser/m190
